FieldSampleID,Block,Depth_val,Depth_incr,N_Treat,Treat_ID,Treat_Explan,Till_Status,Year,Bulk_dens,Tot_N,Tot_C,OC,IC
GGRS_104HIa_2030,1,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2002,1.43,0.1,0.91,0.88,0.03
GGRS_104HIb_0010,1,10,1,High,1,TillFal/SW/TillFal/WW,Till,2002,1.48,0.12,1.12,1.1,0.02
GGRS_104HIb_1020,1,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2002,1.17,0.13,1.11,1.1,0.01
GGRS_104HIb_2030,1,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2002,1.3,0.1,1.12,0.85,0.27
GGRS_104LOa_0010,1,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.37,0.13,1.19,1.17,0.02
GGRS_104LOa_1020,1,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.34,0.13,1.12,1.1,0.01
GGRS_104LOa_2030,1,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.44,0.1,0.84,0.84,0
GGRS_104LOb_0010,1,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.45,0.12,1.22,1.2,0.02
GGRS_104LOb_1020,1,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.31,0.13,1.08,1.06,0.01
GGRS_104LOb_2030,1,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.4,0.09,1.53,1.28,0.25
GGRS_105HIa_0010,1,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.4,0.14,1.23,1.22,0.01
GGRS_105HIa_1020,1,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.29,0.12,1.13,1.1,0.03
GGRS_105HIa_2030,1,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.37,0.1,0.96,0.91,0.05
GGRS_105HIb_0010,1,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.48,0.14,1.13,1.12,0.01
GGRS_105HIb_1020,1,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.29,0.13,1.11,1.1,0.01
GGRS_105HIb_2030,1,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.33,0.1,1.64,0.78,0.87
GGRS_105LOa_0010,1,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.37,0.14,1.23,1.22,0.01
GGRS_105LOa_1020,1,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.19,0.15,1.17,1.16,0.01
GGRS_105LOa_2030,1,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.32,0.1,1.06,1.06,0
GGRS_105LOb_0010,1,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.43,0.14,1.15,1.13,0.02
GGRS_105LOb_1020,1,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.34,0.12,1.13,1.12,0.01
GGRS_105LOb_2030,1,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.43,0.1,1.63,0.8,0.84
GGRS_106HIa_0010,1,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.32,0.13,1.21,1.2,0.01
GGRS_106HIa_1020,1,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.51,0.1,1.16,1.15,0.01
GGRS_106HIa_2030,1,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.2,0.11,0.95,0.92,0.03
GGRS_106HIb_0010,1,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.33,0.14,1.17,1.12,0.04
GGRS_106HIb_1020,1,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.37,0.12,1.18,1.16,0.02
GGRS_106HIb_2030,1,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.28,0.1,1.53,0.67,0.85
GGRS_106LOa_0010,1,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.42,0.13,1.28,1.26,0.01
GGRS_106LOa_1020,1,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.31,0.11,1.11,1.1,0.01
GGRS_106LOa_2030,1,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.16,0.12,0.96,0.78,0.18
GGRS_106LOb_0010,1,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.39,0.13,1.18,1.17,0.01
GGRS_106LOb_1020,1,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.29,0.11,1.09,1.07,0.02
GGRS_106LOb_2030,1,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.3,0.1,1.54,0.72,0.81
GGRS_107HIa_0010,1,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.47,0.13,1.28,1.28,0.01
GGRS_107HIa_1020,1,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.58,0.11,1.17,1.16,0.01
GGRS_107HIa_2030,1,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.25,0.11,1.03,0.85,0.18
GGRS_107HIb_0010,1,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.49,0.13,1.21,1.19,0.01
GGRS_107HIb_1020,1,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.49,0.11,1.19,1.18,0.01
GGRS_107HIb_2030,1,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.25,0.11,1.14,0.77,0.37
GGRS_107LOa_0010,1,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.61,0.15,1.32,1.29,0.03
GGRS_107LOa_1020,1,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.53,0.11,1.15,1.15,0.01
GGRS_107LOa_2030,1,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.34,0.11,0.98,0.78,0.2
GGRS_107LOb_0010,1,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.45,0.12,1.18,1.16,0.02
GGRS_107LOb_1020,1,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.53,0.11,1.09,1.08,0.01
GGRS_107LOb_2030,1,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.24,0.1,0.85,0.77,0.08
GGRS_108HIa_0010,1,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.41,0.14,1.2,1.16,0.04
GGRS_108HIa_1020,1,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.32,0.14,1.11,1.11,0
GGRS_108HIa_2030,1,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.57,0.1,0.9,0.79,0.11
GGRS_108HIb_0010,1,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.3,0.14,1.22,1.22,0.01
GGRS_108HIb_1020,1,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.23,0.14,1.17,1.15,0.02
GGRS_108HIb_2030,1,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.43,0.1,0.93,0.86,0.07
GGRS_108LOa_0010,1,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.39,0.15,1.28,1.27,0.01
GGRS_108LOa_1020,1,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.37,0.13,1.1,1.09,0.02
GGRS_108LOa_2030,1,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.45,0.11,0.94,0.86,0.09
GGRS_108LOb_0010,1,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.52,0.13,1.13,1.08,0.05
GGRS_108LOb_1020,1,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.33,0.13,1.13,1.13,0.01
GGRS_108LOb_2030,1,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.53,0.1,1.17,0.85,0.31
GGRS_109HIa_0010,1,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.5,0.14,1.39,1.37,0.01
GGRS_109HIa_1020,1,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.2,0.13,1.17,1.16,0.01
GGRS_109HIa_2030,1,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.58,0.11,0.92,0.88,0.04
GGRS_109HIb_0010,1,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.51,0.15,1.28,1.27,0.01
GGRS_109HIb_1020,1,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.25,0.13,1.07,1.06,0.01
GGRS_109HIb_2030,1,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.4,0.11,1.06,0.81,0.25
GGRS_109LOa_0010,1,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.52,0.14,1.29,1.28,0.01
GGRS_109LOa_1020,1,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.28,0.14,1.16,1.16,0.01
GGRS_109LOa_2030,1,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.25,0.09,0.78,0.76,0.02
GGRS_109LOb_0010,1,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.51,0.14,1.35,1.34,0.01
GGRS_109LOb_1020,1,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.4,0.14,1.13,1.09,0.05
GGRS_109LOb_2030,1,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.41,0.1,0.86,0.83,0.04
GGRS_201HIa_0010,2,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.41,0.14,1.78,0.99,0.78
GGRS_201HIa_1020,2,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.4,0.13,1.68,0.9,0.78
GGRS_201HIa_2030,2,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.35,0.09,2.42,0.71,1.71
GGRS_201HIb_0010,2,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.34,0.12,2.01,0.91,1.11
GGRS_201HIb_1020,2,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.6,0.11,1.91,0.86,1.05
GGRS_201HIb_2030,2,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.32,0.11,2.76,0.64,2.12
GGRS_201LOa_0010,2,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.41,0.13,1.85,0.9,0.95
GGRS_201LOa_1020,2,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.52,0.11,1.78,0.93,0.85
GGRS_201LOa_2030,2,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.5,0.09,2.46,0.68,1.77
GGRS_201LOb_0010,2,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.37,0.12,2.1,0.86,1.23
GGRS_201LOb_1020,2,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.53,0.13,1.96,0.87,1.09
GGRS_201LOb_2030,2,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.27,0.09,2.37,0.72,1.65
GGRS_202HIa_0010,2,10,1,High,1,TillFal/SW/TillFal/WW,Till,2002,1.37,0.1,1.54,1.01,0.53
GGRS_202HIa_1020,2,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2002,1.28,0.11,1.54,0.93,0.6
GGRS_202HIa_2030,2,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2002,1.22,0.09,2,0.78,1.22
GGRS_202HIb_0010,2,10,1,High,1,TillFal/SW/TillFal/WW,Till,2002,1.46,0.11,1.68,0.95,0.73
GGRS_202HIb_1020,2,1020,2,High,1,TillFal/SW/TillFal/WW,Till,2002,1.26,0.11,1.6,0.81,0.79
GGRS_202HIb_2030,2,2030,3,High,1,TillFal/SW/TillFal/WW,Till,2002,1.3,0.07,2.29,0.78,1.51
GGRS_202LOa_0010,2,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.44,0.11,1.34,1,0.34
GGRS_202LOa_1020,2,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.31,0.12,1.36,0.92,0.43
GGRS_202LOa_2030,2,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.32,0.09,1.7,0.8,0.9
GGRS_202LOb_0010,2,10,1,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.33,0.11,1.64,0.92,0.72
GGRS_202LOb_1020,2,1020,2,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.39,0.12,1.57,0.91,0.65
GGRS_202LOb_2030,2,2030,3,Low,1,TillFal/SW/TillFal/WW,Till,2002,1.28,0.08,2.28,0.64,1.65
GGRS_203HIa_0010,2,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.51,0.13,1.21,1.13,0.08
GGRS_203HIa_1020,2,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.29,0.12,1.07,0.94,0.13
GGRS_203HIa_2030,2,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.18,0.09,0.85,0.77,0.08
GGRS_203HIb_0010,2,10,1,High,3,SW/SW/WW/WW,No Till,2002,1.48,0.11,1.47,0.91,0.56
GGRS_203HIb_1020,2,1020,2,High,3,SW/SW/WW/WW,No Till,2002,1.25,0.1,1.48,0.89,0.6
GGRS_203HIb_2030,2,2030,3,High,3,SW/SW/WW/WW,No Till,2002,1.32,0.1,1.71,0.84,0.88
GGRS_203LOa_0010,2,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.4,0.13,1.18,1.04,0.14
GGRS_203LOa_1020,2,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.23,0.12,1.21,0.96,0.25
GGRS_203LOa_2030,2,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.28,0.09,0.78,0.69,0.09
GGRS_203LOb_0010,2,10,1,Low,3,SW/SW/WW/WW,No Till,2002,1.6,0.11,1.5,0.99,0.51
GGRS_203LOb_1020,2,1020,2,Low,3,SW/SW/WW/WW,No Till,2002,1.14,0.11,1.36,0.9,0.46
GGRS_203LOb_2030,2,2030,3,Low,3,SW/SW/WW/WW,No Till,2002,1.38,0.08,2.1,0.69,1.41
GGRS_204HIa_0010,2,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.37,0.12,1,0.96,0.05
GGRS_204HIa_1020,2,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.28,0.11,1,0.97,0.02
GGRS_204HIa_2030,2,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.26,0.09,0.72,0.71,0.02
GGRS_204HIb_0010,2,10,1,High,4,Flax/SW/WCan/WW,No Till,2002,1.51,0.12,1.15,0.97,0.18
GGRS_204HIb_1020,2,1020,2,High,4,Flax/SW/WCan/WW,No Till,2002,1.31,0.11,1.12,0.97,0.15
GGRS_204HIb_2030,2,2030,3,High,4,Flax/SW/WCan/WW,No Till,2002,1.48,0.09,2.11,0.77,1.33
GGRS_204LOa_0010,2,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.37,0.12,1.03,0.97,0.06
GGRS_204LOa_1020,2,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.41,0.11,0.96,0.92,0.04
GGRS_204LOa_2030,2,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.49,0.09,0.74,0.72,0.02
GGRS_204LOb_0010,2,10,1,Low,4,Flax/SW/WCan/WW,No Till,2002,1.65,0.11,1.17,0.88,0.29
GGRS_204LOb_1020,2,1020,2,Low,4,Flax/SW/WCan/WW,No Till,2002,1.38,0.12,1.28,0.97,0.32
GGRS_204LOb_2030,2,2030,3,Low,4,Flax/SW/WCan/WW,No Till,2002,1.34,0.09,2.13,0.76,1.37
GGRS_205HIa_0010,2,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.35,0.12,1.18,1.15,0.03
GGRS_205HIa_1020,2,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.59,0.12,1.19,1.14,0.05
GGRS_205HIa_2030,2,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.21,0.09,0.98,0.84,0.14
GGRS_205HIb_0010,2,10,1,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.15,0.12,1.1,1.05,0.05
GGRS_205HIb_1020,2,1020,2,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.44,0.11,1.08,1.04,0.03
GGRS_205HIb_2030,2,2030,3,High,7,SPMan/SW/WPMan/WW,No Till,2002,1.2,0.1,0.8,0.77,0.04
GGRS_205LOa_0010,2,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.38,0.12,1.1,1.08,0.02
GGRS_205LOa_1020,2,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.26,0.12,0.94,0.93,0.01
GGRS_205LOa_2030,2,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.45,0.08,0.79,0.76,0.03
GGRS_205LOb_0010,2,10,1,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.36,0.11,1.06,1.02,0.04
GGRS_205LOb_1020,2,1020,2,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.46,0.11,1.03,1,0.03
GGRS_205LOb_2030,2,2030,3,Low,7,SPMan/SW/WPMan/WW,No Till,2002,1.3,0.09,0.82,0.8,0.02
GGRS_207HIa_0010,2,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.26,0.13,1.59,1.07,0.52
GGRS_207HIa_1020,2,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.47,0.14,1.56,1.09,0.46
GGRS_207HIa_2030,2,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.3,0.08,2.42,0.71,1.71
GGRS_207HIb_0010,2,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.36,0.13,1.23,1.09,0.15
GGRS_207HIb_1020,2,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.44,0.16,1.17,1.04,0.13
GGRS_207HIb_2030,2,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.41,0.1,1.57,0.77,0.81
GGRS_207LOa_0010,2,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.3,0.13,1.53,1.19,0.35
GGRS_207LOa_1020,2,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.51,0.12,1.42,1.02,0.4
GGRS_207LOa_2030,2,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.29,0.07,2.42,0.54,1.88
GGRS_207LOb_0010,2,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.47,0.15,1.29,1.19,0.11
GGRS_207LOb_1020,2,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.41,0.14,1.11,1.07,0.05
GGRS_207LOb_2030,2,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.4,0.1,0.99,0.82,0.16
GGRS_208HIa_0010,2,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.41,0.14,1.64,0.99,0.65
GGRS_208HIa_1020,2,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.31,0.11,1.56,1.21,0.35
GGRS_208HIa_2030,2,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.43,0.08,2.58,0.66,1.91
GGRS_208HIb_0010,2,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.36,0.13,1.6,1.16,0.44
GGRS_208HIb_1020,2,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.36,0.12,1.68,1.08,0.6
GGRS_208HIb_2030,2,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.43,0.07,2.49,0.69,1.8
GGRS_208LOa_0010,2,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.48,0.13,1.68,0.91,0.77
GGRS_208LOa_1020,2,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.32,0.13,1.58,1.22,0.36
GGRS_208LOa_2030,2,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.37,0.08,2.28,0.71,1.56
GGRS_208LOb_0010,2,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.3,0.12,1.71,1.04,0.67
GGRS_208LOb_1020,2,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.2,0.15,1.67,0.98,0.69
GGRS_208LOb_2030,2,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.51,0.08,2.37,0.73,1.65
GGRS_209HIa_0010,2,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.42,0.1,1.75,1.04,0.71
GGRS_209HIa_1020,2,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.42,0.12,1.66,0.93,0.73
GGRS_209HIa_2030,2,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.21,0.08,2.59,0.45,2.14
GGRS_209HIb_0010,2,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.42,0.12,1.85,1.06,0.79
GGRS_209HIb_1020,2,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.44,0.13,1.93,1.08,0.85
GGRS_209HIb_2030,2,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.32,0.09,2.16,0.62,1.54
GGRS_209LOa_0010,2,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.37,0.09,1.46,0.94,0.51
GGRS_209LOa_1020,2,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.49,0.12,1.48,0.92,0.56
GGRS_209LOa_2030,2,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.29,0.07,2.47,0.58,1.89
GGRS_209LOb_0010,2,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.37,0.1,1.83,1.28,0.55
GGRS_209LOb_1020,2,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.35,0.14,1.87,1.11,0.76
GGRS_209LOb_2030,2,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.29,0.09,2.35,0.54,1.81
GGRS_301HIa_0010,3,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.34,0.13,1.25,1.24,0.01
GGRS_301HIa_1020,3,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.33,0.16,1.17,1.17,0
GGRS_301HIa_2030,3,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.28,0.1,0.91,0.91,0
GGRS_301HIb_0010,3,10,1,High,5,SP/SW/WP/WW,No Till,2002,1.33,0.1,1.07,1.06,0.01
GGRS_301HIb_1020,3,1020,2,High,5,SP/SW/WP/WW,No Till,2002,1.51,0.15,1.04,1.02,0.02
GGRS_301HIb_2030,3,2030,3,High,5,SP/SW/WP/WW,No Till,2002,1.38,0.1,1.03,0.82,0.21
GGRS_301LOa_0010,3,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.47,0.12,1.22,1.2,0.02
GGRS_301LOa_1020,3,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.46,0.14,1.11,1.11,0
GGRS_301LOa_2030,3,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.34,0.11,0.9,0.9,0
GGRS_301LOb_0010,3,10,1,Low,5,SP/SW/WP/WW,No Till,2002,1.44,0.12,1.25,1.23,0.02
GGRS_301LOb_1020,3,1020,2,Low,5,SP/SW/WP/WW,No Till,2002,1.49,0.16,1.13,1.13,0
GGRS_301LOb_2030,3,2030,3,Low,5,SP/SW/WP/WW,No Till,2002,1.36,0.11,0.83,0.81,0.03
GGRS_302HIa_0010,3,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.39,0.13,1.05,1.04,0.01
GGRS_302HIa_1020,3,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.26,0.14,0.99,0.97,0.03
GGRS_302HIa_2030,3,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.27,0.09,1.1,0.71,0.4
GGRS_302HIb_0010,3,10,1,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.39,0.12,1.21,1.2,0.01
GGRS_302HIb_1020,3,1020,2,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.39,0.13,0.96,0.96,0
GGRS_302HIb_2030,3,2030,3,High,2,ChemF/SW/ChemF/WW,No Till,2002,1.34,0.1,0.75,0.75,0
GGRS_302LOa_0010,3,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.27,0.12,1.15,1.12,0.03
GGRS_302LOa_1020,3,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.34,0.12,0.96,0.94,0.02
GGRS_302LOa_2030,3,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.4,0.09,0.74,0.69,0.05
GGRS_302LOb_0010,3,10,1,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.41,0.1,1.04,1.03,0.01
GGRS_302LOb_1020,3,1020,2,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.32,0.12,0.94,0.92,0.02
GGRS_302LOb_2030,3,2030,3,Low,2,ChemF/SW/ChemF/WW,No Till,2002,1.27,0.1,1.01,0.85,0.16
GGRS_303HIa_0010,3,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.25,0.12,1.11,1.11,0
GGRS_303HIa_1020,3,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.47,0.12,0.96,0.96,0
GGRS_303HIa_2030,3,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.34,0.1,0.72,0.72,0
GGRS_303HIb_0010,3,10,1,High,9,SP/SW/WP/WW,No Till,2002,1.34,0.13,1.08,1.08,0
GGRS_303HIb_1020,3,1020,2,High,9,SP/SW/WP/WW,No Till,2002,1.31,0.13,0.89,0.87,0.02
GGRS_303HIb_2030,3,2030,3,High,9,SP/SW/WP/WW,No Till,2002,1.27,0.1,0.87,0.81,0.06
GGRS_303LOa_0010,3,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.44,0.11,1.11,1.1,0.01
GGRS_303LOa_1020,3,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.43,0.13,1.01,1.01,0
GGRS_303LOa_2030,3,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.17,0.1,0.77,0.74,0.03
GGRS_303LOb_0010,3,10,1,Low,9,SP/SW/WP/WW,No Till,2002,1.43,0.13,1.04,1.03,0.01
GGRS_303LOb_1020,3,1020,2,Low,9,SP/SW/WP/WW,No Till,2002,1.54,0.11,0.93,0.91,0.02
GGRS_303LOb_2030,3,2030,3,Low,9,SP/SW/WP/WW,No Till,2002,1.42,0.09,0.79,0.77,0.02
GGRS_305HIa_0010,3,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.32,0.13,1.05,1.04,0.01
GGRS_305HIa_1020,3,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.41,0.12,0.99,0.99,0
GGRS_305HIa_2030,3,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.3,0.1,0.73,0.72,0
GGRS_305HIb_0010,3,10,1,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.4,0.11,1.03,1,0.03
GGRS_305HIb_1020,3,1020,2,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.44,0.11,0.9,0.89,0.02
GGRS_305HIb_2030,3,2030,3,High,6,SPFor/SW/WPFor/WW,No Till,2002,1.29,0.13,0.75,0.74,0.01
GGRS_305LOa_0010,3,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.38,0.13,1.14,1.12,0.01
GGRS_305LOa_1020,3,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.28,0.14,0.95,0.95,0
GGRS_305LOa_2030,3,2030,3,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.22,0.13,0.7,0.7,0
GGRS_305LOb_0010,3,10,1,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.37,0.13,1.03,1.02,0.01
GGRS_305LOb_1020,3,1020,2,Low,6,SPFor/SW/WPFor/WW,No Till,2002,1.39,0.14,0.93,0.92,0.01
